model_year,origin,fuel_type,drivetrain,num_doors,engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,fuel_efficiency_mpg
1982,Europe,Gasoline,Front-wheel drive,4,2030,6,220.0,3850,17.9,29.7
2018,Asia,Gasoline,Front-wheel drive,4,2430,6,251.0,4530,18.5,33.3
1993,Europe,Gasoline,Rear-wheel drive,5,2420,7,276.0,4810,,25.6
2015,USA,Diesel,All-wheel drive,3,2230,6,263.0,4200,18.3,30.1
2012,USA,Hybrid,Rear-wheel drive,4,2480,7,282.0,4360,18.1,32.6
2016,USA,Gasoline,Rear-wheel drive,2,1820,6,231.0,3990,18.6,33.3
2000,USA,Gasoline,Rear-wheel drive,4,2390,6,258.0,4290,19.5,30.3
2002,USA,Gasoline,Front-wheel drive,4,2120,6,252.0,4070,17.7,32.5
1991,USA,Gasoline,Rear-wheel drive,2,2240,5,218.0,4240,19.7,27.6
2001,Asia,Gasoline,Front-wheel drive,3,2390,6,252.0,4390,18.4,28.5
1975,Asia,Gasoline,Rear-wheel drive,2,2260,7,253.0,4170,19.3,27.6
1987,USA,Diesel,Front-wheel drive,5,2310,7,292.0,4570,18.2,27.8
2009,Europe,Gasoline,Front-wheel drive,4,1920,6,223.0,4020,17.6,32.9
1976,Asia,Hybrid,Front-wheel drive,5,2280,6,,4230,19.4,31.0
2017,USA,Gasoline,Front-wheel drive,4,2150,6,244.0,4050,18.9,34.3
1979,USA,Gasoline,All-wheel drive,4,2540,7,284.0,4800,20.9,24.6
2012,USA,Gasoline,Rear-wheel drive,3,2190,6,273.0,4380,17.8,27.6
1982,USA,Diesel,Rear-wheel drive,5,2180,6,,4470,16.8,27.7
2000,Asia,Gasoline,Front-wheel drive,3,2260,6,239.0,4230,17.2,28.6
2015,Asia,Hybrid,Rear-wheel drive,2,1900,6,233.0,4190,19.0,36.0
1997,USA,Gasoline,Rear-wheel drive,5,2180,7,269.0,4430,18.7,26.6
1986,Europe,Gasoline,Front-wheel drive,4,2330,6,252.0,4170,,27.8
2008,USA,Gasoline,Rear-wheel drive,5,2140,6,243.0,4410,17.1,29.0
2023,Europe,Gasoline,All-wheel drive,4,2030,6,233.0,4100,19.3,32.9
2016,USA,Gasoline,Front-wheel drive,4,2390,6,257.0,4500,19.5,29.4
1991,Asia,Diesel,Rear-wheel drive,3,2090,6,240.0,4390,19.8,29.4
1993,Europe,Diesel,All-wheel drive,5,2010,6,242.0,4130,19.1,29.1
1986,USA,Diesel,Front-wheel drive,4,2080,6,246.0,3950,19.8,33.4
1988,USA,Gasoline,Front-wheel drive,5,2240,6,259.0,4110,18.8,28.8
2018,USA,Gasoline,All-wheel drive,3,1950,5,232.0,3940,20.1,34.0
2001,Europe,Gasoline,Rear-wheel drive,3,2590,6,295.0,4600,19.4,26.0
1988,Europe,Gasoline,Front-wheel drive,2,2440,6,263.0,4390,18.5,29.9
2006,USA,Gasoline,Front-wheel drive,4,2440,6,285.0,4620,19.1,30.2
1979,Asia,Gasoline,Front-wheel drive,3,2200,5,220.0,3770,17.8,27.9
1986,USA,Diesel,Rear-wheel drive,3,2200,6,253.0,4270,21.4,30.6
1991,USA,Diesel,All-wheel drive,4,2620,7,318.0,4660,20.2,26.8
1979,USA,Gasoline,All-wheel drive,4,2460,6,281.0,4780,19.9,22.7
1999,USA,Gasoline,Rear-wheel drive,3,2510,6,264.0,4920,20.0,26.4
2012,USA,Gasoline,Rear-wheel drive,3,2280,6,271.0,4730,19.6,26.8
2012,USA,Gasoline,Front-wheel drive,4,2030,5,244.0,3760,18.5,32.0
2004,USA,Gasoline,Front-wheel drive,5,2180,6,255.0,4230,18.6,28.5
2005,USA,Gasoline,Rear-wheel drive,3,2590,7,272.0,4640,18.3,27.7
2014,Asia,Diesel,Front-wheel drive,4,2240,6,253.0,4050,17.9,35.2
2015,USA,Gasoline,Front-wheel drive,5,2260,6,269.0,4160,16.5,30.8
1982,Asia,Gasoline,Rear-wheel drive,4,2020,6,,4280,18.6,29.6
1996,Europe,Hybrid,Front-wheel drive,2,2270,6,245.0,4090,,32.9
2017,USA,Gasoline,All-wheel drive,5,2050,6,240.0,4580,21.2,27.3
2018,USA,Gasoline,Front-wheel drive,2,2170,6,248.0,4030,18.7,29.6
1997,Europe,Gasoline,Rear-wheel drive,4,2260,6,243.0,4320,18.4,30.6
2015,Asia,Hybrid,Front-wheel drive,3,2540,6,267.0,4120,17.1,34.2
2017,Asia,Gasoline,Front-wheel drive,4,2310,6,233.0,4410,19.1,32.5
1982,USA,Diesel,All-wheel drive,3,2100,5,264.0,4270,19.4,27.0
1980,Asia,Gasoline,Front-wheel drive,4,2060,6,,4180,18.8,26.5
1980,Europe,Diesel,Front-wheel drive,5,1980,6,230.0,3800,18.8,31.4
2001,USA,Gasoline,All-wheel drive,5,2540,7,284.0,5100,19.9,26.3
1986,USA,Hybrid,Rear-wheel drive,3,2270,6,256.0,4230,20.2,28.0
2019,USA,Gasoline,All-wheel drive,5,2370,6,281.0,4700,18.6,27.7
2021,Europe,Gasoline,Rear-wheel drive,3,2250,5,235.0,3960,21.1,33.6
2007,Europe,Diesel,All-wheel drive,3,2300,6,273.0,4480,16.9,32.7
2003,Asia,Gasoline,All-wheel drive,4,2420,7,260.0,5160,20.9,29.8
2020,Asia,Gasoline,Rear-wheel drive,3,2360,7,259.0,4490,21.0,29.4
1977,USA,Gasoline,Rear-wheel drive,4,1800,6,218.0,3960,16.9,28.4
1979,Asia,Diesel,All-wheel drive,4,2100,6,,4060,21.0,32.7
1999,USA,Gasoline,Front-wheel drive,3,2210,6,259.0,4020,18.9,25.1
2021,USA,Gasoline,Rear-wheel drive,5,2170,6,259.0,4270,18.5,31.4
2020,Asia,Gasoline,Rear-wheel drive,3,2450,6,254.0,4520,18.5,30.1
1981,Europe,Gasoline,Front-wheel drive,4,2310,7,,4370,21.4,27.3
2016,Asia,Gasoline,Front-wheel drive,2,2300,6,252.0,3950,16.6,31.3
1985,Europe,Gasoline,All-wheel drive,3,2110,6,234.0,4380,20.2,27.9
1986,Europe,Gasoline,Rear-wheel drive,4,2210,6,235.0,4200,19.7,30.0
2010,USA,Gasoline,Rear-wheel drive,3,2050,6,239.0,4140,19.3,29.2
1981,USA,Diesel,Front-wheel drive,3,2700,7,321.0,4400,17.2,26.3
1994,USA,Gasoline,Front-wheel drive,3,2300,7,279.0,4230,18.3,28.2
1989,Europe,Gasoline,All-wheel drive,2,2160,6,244.0,4130,21.6,29.7
2015,Asia,Diesel,Rear-wheel drive,4,2130,5,239.0,4180,18.8,34.3
1988,Europe,Hybrid,Front-wheel drive,4,2520,6,259.0,4310,19.6,32.6
2015,USA,Hybrid,All-wheel drive,2,2580,7,297.0,4880,20.1,28.5
2001,USA,Hybrid,All-wheel drive,4,2550,7,296.0,5070,18.9,29.1
2005,Asia,Gasoline,All-wheel drive,2,2180,6,246.0,4420,17.6,29.8
2019,Europe,Diesel,All-wheel drive,3,2260,6,,4250,18.3,32.3
2020,USA,Gasoline,Front-wheel drive,2,2120,6,250.0,3990,20.1,34.3
1993,Asia,Gasoline,Rear-wheel drive,5,2350,6,236.0,4490,19.8,26.3
2004,Europe,Gasoline,All-wheel drive,3,2150,6,240.0,4220,19.8,31.8
2022,Asia,Gasoline,Rear-wheel drive,4,2150,5,230.0,4210,20.2,32.5
1996,Asia,Diesel,Front-wheel drive,5,2290,6,250.0,4300,18.9,30.9
1996,USA,Gasoline,Rear-wheel drive,5,2510,7,288.0,4630,19.4,26.1
2009,Asia,Gasoline,Front-wheel drive,5,2420,6,237.0,4430,19.9,30.2
1987,USA,Gasoline,Rear-wheel drive,3,2540,7,280.0,4590,19.7,24.7
1996,USA,Gasoline,Rear-wheel drive,4,2390,6,298.0,4530,18.1,24.9
2003,Asia,Diesel,Front-wheel drive,4,2010,6,228.0,3940,20.4,37.2
2010,Asia,Diesel,Front-wheel drive,5,2390,6,279.0,4290,18.7,35.6
2015,Asia,Gasoline,Front-wheel drive,4,2160,6,241.0,4060,18.0,34.6
1975,Asia,Gasoline,Front-wheel drive,5,2210,6,235.0,4090,20.2,29.3
1998,Asia,Diesel,Front-wheel drive,5,2190,6,246.0,4460,18.2,31.1
2014,USA,Hybrid,Front-wheel drive,5,2150,6,226.0,4340,16.2,36.3
2014,Europe,Gasoline,Rear-wheel drive,3,2260,6,235.0,4230,17.1,31.5
1996,Europe,Gasoline,All-wheel drive,3,2100,5,230.0,3890,19.5,30.4
2007,USA,Gasoline,Front-wheel drive,2,2180,6,250.0,4200,17.4,31.3
1998,Asia,Gasoline,Front-wheel drive,3,2230,6,238.0,4360,20.5,32.0
1994,USA,Gasoline,Front-wheel drive,4,2580,7,302.0,4880,19.8,26.9
1992,Asia,Gasoline,Front-wheel drive,3,2060,6,225.0,4150,18.4,29.7
2012,Asia,Gasoline,Front-wheel drive,3,2440,6,258.0,4550,18.2,29.1
1987,USA,Gasoline,Front-wheel drive,5,2330,6,286.0,4390,18.0,28.1
1978,Asia,Gasoline,Front-wheel drive,2,2130,6,243.0,3930,19.3,30.1
1999,USA,Diesel,Front-wheel drive,3,2180,6,245.0,4170,17.4,31.7
2018,Europe,Gasoline,All-wheel drive,4,2270,6,212.0,4660,21.3,30.9
1978,Europe,Gasoline,Rear-wheel drive,3,2180,6,243.0,4100,19.1,25.5
2001,USA,Gasoline,Front-wheel drive,2,2230,6,,4030,18.9,28.8
2007,Europe,Gasoline,Front-wheel drive,2,2430,6,267.0,4210,17.1,32.1
1984,Asia,Gasoline,All-wheel drive,2,1890,5,228.0,3490,19.0,30.5
1979,Asia,Hybrid,Front-wheel drive,3,2310,6,,4060,19.6,32.2
1982,Europe,Hybrid,Front-wheel drive,4,2150,6,214.0,4140,20.0,35.7
1980,Europe,Diesel,Rear-wheel drive,3,2240,6,,4250,20.8,32.9
2013,USA,Gasoline,Front-wheel drive,3,2520,6,287.0,4320,17.2,30.6
1990,USA,Gasoline,Front-wheel drive,4,2460,6,263.0,4240,17.1,27.2
1998,Europe,Gasoline,Front-wheel drive,4,2440,7,233.0,4450,,29.7
1991,Asia,Hybrid,Front-wheel drive,3,1590,5,174.0,3480,19.9,34.8
1999,Europe,Gasoline,Front-wheel drive,3,2230,6,251.0,4140,19.4,30.7
1975,Europe,Diesel,Front-wheel drive,4,2040,5,244.0,3720,17.3,32.2
1987,Asia,Gasoline,Front-wheel drive,4,2280,6,233.0,4300,18.7,25.5
1990,USA,Diesel,Front-wheel drive,2,2430,6,284.0,4270,17.2,30.7
2022,Asia,Diesel,Rear-wheel drive,2,2300,6,260.0,4820,18.7,33.0
2022,USA,Gasoline,Front-wheel drive,3,2160,6,226.0,4190,19.0,33.0
1980,Europe,Gasoline,Rear-wheel drive,4,2320,6,260.0,4070,18.4,26.0
2013,Asia,Gasoline,Front-wheel drive,3,2370,6,,4180,16.4,31.7
2021,USA,Diesel,Rear-wheel drive,4,2590,7,299.0,4880,19.2,29.3
1996,Asia,Gasoline,Front-wheel drive,4,2170,6,219.0,4240,21.1,31.3
2005,USA,Diesel,Front-wheel drive,4,2320,6,258.0,4200,18.3,35.6
2005,USA,Gasoline,Front-wheel drive,2,2150,6,251.0,4150,19.0,29.3
2020,Asia,Gasoline,Front-wheel drive,3,2210,5,259.0,3800,18.6,31.0
1997,Asia,Gasoline,All-wheel drive,2,2210,6,250.0,4200,20.9,31.0
2000,Europe,Gasoline,All-wheel drive,3,2460,7,255.0,4840,20.1,26.2
1994,USA,Gasoline,Front-wheel drive,4,2340,6,268.0,4470,20.8,27.3
2009,USA,Gasoline,Rear-wheel drive,3,2490,7,261.0,4710,20.4,27.3
2017,USA,Gasoline,Front-wheel drive,2,2220,6,233.0,4060,18.4,31.0
1997,USA,Gasoline,Front-wheel drive,2,2510,6,292.0,4500,19.0,27.7
1982,Asia,Gasoline,Front-wheel drive,4,2240,6,229.0,4240,19.6,24.4
2016,USA,Gasoline,Rear-wheel drive,2,2100,6,259.0,4300,16.2,27.4
1992,Europe,Gasoline,Front-wheel drive,2,2220,6,230.0,4180,19.3,29.8
1981,Asia,Gasoline,Front-wheel drive,4,2140,6,252.0,3770,19.8,31.5
1993,USA,Diesel,Rear-wheel drive,3,2370,6,283.0,4360,19.5,30.9
1982,Asia,Gasoline,Front-wheel drive,5,2580,7,246.0,4700,22.7,28.3
2006,Europe,Diesel,Front-wheel drive,5,2080,5,236.0,4010,,33.9
2004,Asia,Diesel,All-wheel drive,3,2520,6,255.0,4600,20.1,30.0
1986,USA,Diesel,Front-wheel drive,5,2370,7,292.0,4330,18.6,29.0
1976,USA,Gasoline,All-wheel drive,4,2500,7,275.0,4710,17.8,24.1
1977,USA,Gasoline,Front-wheel drive,4,2320,6,263.0,4210,18.9,27.0
2013,Asia,Gasoline,Front-wheel drive,2,2210,6,230.0,4190,19.9,30.4
1980,Asia,Gasoline,Front-wheel drive,3,2410,6,,4230,19.1,29.5
1992,USA,Gasoline,All-wheel drive,4,2000,6,224.0,4380,21.8,29.1
2020,USA,Gasoline,Front-wheel drive,3,2330,6,256.0,4610,18.4,32.6
2013,Asia,Gasoline,Front-wheel drive,3,2350,7,246.0,4390,17.3,31.0
2016,USA,Gasoline,Front-wheel drive,2,2160,6,244.0,4170,18.4,32.3
2005,USA,Diesel,Front-wheel drive,4,2150,6,260.0,4370,19.7,30.1
2008,USA,Gasoline,Front-wheel drive,2,2190,6,259.0,3890,17.6,29.8
2019,Asia,Gasoline,Front-wheel drive,4,2570,7,269.0,4440,17.6,32.0
1995,USA,Gasoline,Rear-wheel drive,3,2170,6,247.0,4140,19.0,29.4
2023,USA,Hybrid,Rear-wheel drive,2,2470,6,293.0,4300,16.5,30.9
2023,Europe,Hybrid,Front-wheel drive,5,2430,6,268.0,4440,18.8,36.2
1994,USA,Gasoline,Front-wheel drive,3,2670,7,297.0,4650,19.0,28.7
2003,Asia,Gasoline,Rear-wheel drive,4,2480,6,263.0,4520,17.3,27.7
1992,Asia,Gasoline,All-wheel drive,3,2350,6,253.0,4600,18.7,27.5
2016,USA,Gasoline,All-wheel drive,2,2200,6,243.0,4340,19.0,31.4
2009,USA,Gasoline,Front-wheel drive,3,2510,7,279.0,4260,19.7,26.7
2016,Europe,Gasoline,Front-wheel drive,5,2380,6,253.0,4100,18.5,32.1
1986,USA,Hybrid,Rear-wheel drive,3,2250,6,261.0,4340,19.0,27.6
1995,USA,Hybrid,Rear-wheel drive,5,2210,6,253.0,4430,19.1,30.4
1981,Asia,Gasoline,Rear-wheel drive,2,2530,7,280.0,4440,18.3,22.7
1980,USA,Gasoline,Front-wheel drive,4,2550,6,,4650,18.8,26.8
2003,Europe,Diesel,All-wheel drive,4,2240,6,262.0,4240,18.1,33.0
1976,Asia,Gasoline,All-wheel drive,4,2530,7,300.0,4560,18.8,26.9
1999,Asia,Gasoline,Front-wheel drive,2,2310,6,266.0,4100,17.8,31.2
2019,Asia,Gasoline,Rear-wheel drive,5,2330,7,260.0,4550,18.2,31.9
1986,USA,Gasoline,Front-wheel drive,4,2040,6,216.0,4180,19.9,30.0
2021,Asia,Gasoline,Front-wheel drive,4,2210,6,242.0,4090,18.0,31.2
1988,Asia,Gasoline,Front-wheel drive,3,2270,6,255.0,4140,17.6,30.5
2005,Europe,Diesel,Rear-wheel drive,2,2180,5,241.0,3990,17.0,32.6
1977,Europe,Diesel,Rear-wheel drive,4,2400,6,,4270,18.1,30.5
2013,Asia,Gasoline,Front-wheel drive,4,2300,6,229.0,3840,16.9,29.6
1995,USA,Gasoline,Front-wheel drive,4,2390,7,267.0,4690,20.2,28.9
2008,Asia,Gasoline,Front-wheel drive,4,2290,6,247.0,4420,18.1,28.5
1989,Europe,Gasoline,Front-wheel drive,3,1990,6,222.0,3960,20.8,30.9
1998,USA,Hybrid,All-wheel drive,5,2250,6,256.0,4720,18.3,32.7
2014,Europe,Gasoline,All-wheel drive,3,2620,6,259.0,4590,18.8,28.4
1984,Europe,Gasoline,Front-wheel drive,5,2120,6,230.0,3970,17.6,31.1
2008,Europe,Gasoline,Front-wheel drive,2,1840,5,197.0,3690,19.7,33.6
2020,Asia,Gasoline,Front-wheel drive,3,2210,6,252.0,4380,18.7,32.2
2015,Asia,Gasoline,Front-wheel drive,5,2320,6,262.0,4200,16.9,31.9
1976,USA,Diesel,Rear-wheel drive,5,2320,6,260.0,4510,19.1,29.3
2018,USA,Gasoline,Front-wheel drive,5,2350,6,259.0,4400,19.0,31.1
2011,Europe,Gasoline,All-wheel drive,3,2180,6,228.0,4550,19.0,32.0
1997,USA,Gasoline,Front-wheel drive,3,2370,6,277.0,4200,17.4,24.9
1985,Europe,Gasoline,Front-wheel drive,4,2290,6,246.0,3910,18.8,31.2
2021,Europe,Diesel,Front-wheel drive,4,2620,7,307.0,4690,17.2,33.1
1998,USA,Gasoline,Front-wheel drive,3,2190,5,240.0,4190,19.0,29.3
1978,Europe,Gasoline,Rear-wheel drive,3,2400,7,,4050,20.0,27.8
1989,Asia,Gasoline,Front-wheel drive,4,2140,6,234.0,4130,18.4,29.5
2021,Asia,Gasoline,Front-wheel drive,3,2170,6,246.0,3970,18.9,34.2
2014,USA,Gasoline,All-wheel drive,3,2110,6,247.0,4370,21.4,28.6
2024,Asia,Gasoline,Rear-wheel drive,2,2130,6,237.0,4020,16.6,32.4
1981,Europe,Gasoline,Front-wheel drive,4,2100,6,,4060,20.2,28.3
1998,Asia,Gasoline,Front-wheel drive,5,2280,6,241.0,4440,18.0,28.0
1995,Europe,Gasoline,Rear-wheel drive,4,1970,5,219.0,4150,19.2,30.5
2015,USA,Gasoline,All-wheel drive,4,2060,5,226.0,4460,20.9,28.7
1991,Asia,Hybrid,Rear-wheel drive,4,1930,6,222.0,3920,17.4,36.0
1997,USA,Gasoline,Front-wheel drive,4,1850,5,198.0,3790,19.7,28.8
2001,Europe,Gasoline,Front-wheel drive,4,2470,6,282.0,4480,18.7,27.7
1997,Asia,Gasoline,Front-wheel drive,5,2300,6,,4150,19.9,30.6
2008,Europe,Gasoline,Front-wheel drive,2,1980,6,219.0,4000,19.1,30.9
1987,USA,Gasoline,All-wheel drive,3,2320,6,266.0,4400,17.9,25.6
2004,Europe,Diesel,Rear-wheel drive,4,2300,7,285.0,4300,18.6,30.5
2021,Europe,Gasoline,Front-wheel drive,5,2310,6,251.0,4340,18.7,28.6
1987,USA,Gasoline,All-wheel drive,2,1970,5,240.0,4220,18.0,24.6
2024,Asia,Gasoline,Front-wheel drive,4,2400,6,260.0,4340,17.8,35.0
2012,USA,Gasoline,All-wheel drive,5,2340,6,269.0,4810,19.6,26.7
2020,Europe,Gasoline,Front-wheel drive,5,2670,7,289.0,4690,17.6,28.4
2006,USA,Hybrid,Front-wheel drive,5,2420,7,279.0,4770,19.2,32.2
1980,Europe,Gasoline,Front-wheel drive,3,2250,6,252.0,4190,,28.0
1996,Europe,Gasoline,Rear-wheel drive,5,2210,6,264.0,4410,19.3,29.5
2007,USA,Gasoline,Rear-wheel drive,4,2270,7,271.0,4690,20.0,28.8
2023,Europe,Gasoline,All-wheel drive,3,2460,7,274.0,4330,18.6,33.3
1994,USA,Gasoline,Front-wheel drive,3,2190,6,250.0,4380,19.6,28.1
1998,USA,Gasoline,Front-wheel drive,4,2300,6,247.0,4470,19.0,27.6
2017,Europe,Gasoline,Front-wheel drive,5,2310,6,253.0,4230,18.0,31.9
2017,USA,Gasoline,Rear-wheel drive,4,2510,7,279.0,4670,16.3,28.6
2009,Europe,Gasoline,Rear-wheel drive,2,2030,5,202.0,4040,18.1,32.8
2001,USA,Gasoline,Rear-wheel drive,5,2250,6,251.0,4400,18.7,30.3
1986,Asia,Gasoline,Rear-wheel drive,3,2310,6,245.0,4390,18.0,29.6
1999,USA,Gasoline,Front-wheel drive,5,2060,5,242.0,4150,17.5,26.2
1985,USA,Gasoline,Front-wheel drive,3,2330,6,266.0,4130,17.8,24.1
1993,Europe,Hybrid,Front-wheel drive,4,2190,6,237.0,3990,18.7,34.6
1983,USA,Diesel,All-wheel drive,4,2480,6,275.0,4590,20.5,27.8
2012,Europe,Diesel,Front-wheel drive,3,2000,6,226.0,3820,,32.5
2024,Europe,Gasoline,Front-wheel drive,5,2170,6,231.0,4010,,30.4
2004,Asia,Gasoline,Front-wheel drive,3,2270,6,246.0,3970,18.1,34.0
2023,USA,Gasoline,Rear-wheel drive,2,2220,6,258.0,4390,18.4,33.2
2011,Europe,Gasoline,Front-wheel drive,5,2370,6,266.0,4480,16.8,28.0
2019,USA,Hybrid,Front-wheel drive,4,2240,7,264.0,4290,18.5,31.1
2009,USA,Diesel,Front-wheel drive,2,2260,6,267.0,4150,19.4,31.0
1985,Asia,Diesel,Front-wheel drive,2,2400,7,294.0,4440,18.8,27.5
1997,Europe,Gasoline,Front-wheel drive,5,2610,7,286.0,4740,20.3,26.9
2002,USA,Gasoline,Front-wheel drive,4,2430,6,278.0,4500,18.8,28.1
1979,USA,Diesel,Front-wheel drive,4,2310,6,288.0,4210,15.5,26.6
2008,USA,Gasoline,All-wheel drive,2,2470,6,277.0,4750,18.7,29.5
1990,Asia,Diesel,All-wheel drive,3,2580,7,266.0,4810,17.3,26.1
1995,USA,Gasoline,Front-wheel drive,4,2280,6,252.0,4320,18.9,31.4
1999,USA,Diesel,All-wheel drive,3,1830,6,227.0,3970,20.8,31.0
1985,USA,Gasoline,All-wheel drive,5,2110,6,231.0,4540,21.1,27.1
1990,Europe,Gasoline,All-wheel drive,3,2210,6,258.0,4470,,29.2
2017,Asia,Gasoline,Front-wheel drive,3,2110,6,,4020,19.1,35.3
2006,Europe,Diesel,Front-wheel drive,3,2530,6,255.0,4180,17.0,29.9
2023,USA,Gasoline,Front-wheel drive,3,2110,6,241.0,4340,18.4,31.8
1998,USA,Hybrid,All-wheel drive,4,2540,6,258.0,4630,21.6,30.3
2023,USA,Diesel,All-wheel drive,4,2270,6,271.0,4590,20.3,29.2
1980,Asia,Gasoline,Front-wheel drive,3,2590,7,276.0,4240,18.1,27.0
2021,Asia,Gasoline,Front-wheel drive,3,2060,5,212.0,3770,19.4,36.2
1997,USA,Gasoline,All-wheel drive,4,2060,5,239.0,4100,19.0,31.0
1987,Europe,Gasoline,Rear-wheel drive,3,2320,6,258.0,4070,,27.6
2008,Europe,Gasoline,Front-wheel drive,4,2040,6,237.0,4030,19.2,32.6
1988,Asia,Diesel,Front-wheel drive,4,1990,5,238.0,4050,18.2,29.2
1990,USA,Gasoline,Rear-wheel drive,4,2550,6,285.0,4570,20.6,22.8
2004,Asia,Gasoline,Rear-wheel drive,2,2360,6,242.0,4140,17.7,29.8
2022,Europe,Gasoline,Front-wheel drive,2,2180,6,226.0,4010,19.7,33.2
1980,USA,Diesel,Front-wheel drive,2,2560,6,287.0,4310,18.9,29.6
1981,Asia,Gasoline,Front-wheel drive,3,2010,6,220.0,4110,20.2,30.1
2013,Asia,Gasoline,Front-wheel drive,3,2160,6,242.0,3930,17.5,32.3
1984,USA,Gasoline,Front-wheel drive,4,2230,6,252.0,4390,17.6,30.2
1992,USA,Gasoline,Front-wheel drive,5,2110,7,263.0,4380,18.8,25.7
1976,USA,Gasoline,Front-wheel drive,3,2380,6,277.0,4330,18.4,24.7
2019,USA,Gasoline,Front-wheel drive,3,2250,6,265.0,4190,19.9,30.0
1976,Asia,Gasoline,Front-wheel drive,3,2500,6,,4480,18.3,26.6
2018,USA,Gasoline,Front-wheel drive,5,2080,6,226.0,4260,19.2,31.1
2007,USA,Gasoline,Front-wheel drive,4,2240,6,250.0,4210,19.2,31.2
2023,Asia,Gasoline,Rear-wheel drive,3,2030,5,228.0,4220,19.8,32.3
1991,Asia,Gasoline,Front-wheel drive,5,2350,6,215.0,4290,19.5,31.7
1987,USA,Diesel,All-wheel drive,2,2450,6,290.0,4450,19.7,24.8
1992,USA,Diesel,Rear-wheel drive,4,2470,7,307.0,4450,19.5,29.7
2021,USA,Gasoline,Front-wheel drive,3,2300,6,251.0,4220,17.1,34.4
1990,Europe,Gasoline,Front-wheel drive,4,2290,6,242.0,4350,20.6,27.5
2003,Asia,Diesel,All-wheel drive,4,2270,6,251.0,4440,18.0,31.6
2018,USA,Gasoline,Rear-wheel drive,5,2160,6,245.0,4360,22.5,31.0
1984,USA,Gasoline,Front-wheel drive,5,2520,7,,4590,18.3,27.2
1984,Asia,Gasoline,Front-wheel drive,3,2240,6,,4290,18.6,29.7
1993,USA,Gasoline,Front-wheel drive,2,2300,6,257.0,4220,18.7,29.2
2017,Europe,Diesel,All-wheel drive,3,2500,7,284.0,4770,18.6,30.6
2015,Asia,Gasoline,Rear-wheel drive,3,2440,6,259.0,4350,16.8,28.4
2022,USA,Diesel,Front-wheel drive,4,2060,6,242.0,4280,18.4,33.8
2010,Asia,Hybrid,Front-wheel drive,3,1830,5,193.0,3690,16.5,36.1
2024,USA,Diesel,Front-wheel drive,4,2270,6,299.0,4200,16.6,32.5
2003,USA,Gasoline,All-wheel drive,4,2260,6,246.0,4290,21.4,28.0
2016,USA,Diesel,Front-wheel drive,3,2390,6,285.0,4350,14.7,30.9
1984,Europe,Gasoline,Rear-wheel drive,4,2220,6,228.0,4370,19.8,31.0
1987,Europe,Gasoline,Front-wheel drive,3,2310,7,263.0,4150,18.5,28.0
2020,Asia,Gasoline,Front-wheel drive,4,2440,7,277.0,4530,20.1,29.6
1995,Asia,Gasoline,Rear-wheel drive,3,2270,6,248.0,4390,20.9,27.0
1977,Asia,Gasoline,Front-wheel drive,3,1910,5,212.0,3910,17.8,30.0
2004,USA,Diesel,All-wheel drive,3,2410,7,280.0,4890,19.7,27.3
1996,USA,Gasoline,Rear-wheel drive,4,1870,5,223.0,4060,17.4,27.5
2009,Asia,Gasoline,Front-wheel drive,3,1910,5,211.0,3620,18.7,34.0
2009,Europe,Diesel,Front-wheel drive,3,2540,7,272.0,4270,18.6,30.1
2003,Europe,Diesel,Front-wheel drive,5,2260,6,264.0,4090,16.9,31.8
1989,USA,Gasoline,Front-wheel drive,4,2040,5,236.0,4150,20.0,27.9
2005,USA,Gasoline,All-wheel drive,5,2020,6,240.0,4460,18.1,29.1
2000,USA,Gasoline,Front-wheel drive,3,2360,6,252.0,4300,19.0,27.4
1999,Europe,Gasoline,Rear-wheel drive,3,2350,6,243.0,4260,19.7,26.8
1979,USA,Gasoline,All-wheel drive,3,2370,7,,4430,20.0,23.3
2005,USA,Hybrid,All-wheel drive,3,2210,6,257.0,4300,21.2,32.6
2007,Asia,Hybrid,Rear-wheel drive,3,2190,5,229.0,4000,19.6,34.8
1997,Europe,Gasoline,All-wheel drive,3,2400,6,240.0,4330,19.4,27.1
2020,USA,Gasoline,Front-wheel drive,4,2300,6,266.0,4290,18.8,27.5
1986,USA,Gasoline,Rear-wheel drive,4,2630,7,291.0,4690,20.5,25.5
2009,Europe,Gasoline,Front-wheel drive,5,2250,6,251.0,4450,,31.9
1975,USA,Gasoline,Front-wheel drive,4,2470,6,,4530,19.0,22.2
2021,Asia,Gasoline,All-wheel drive,5,2390,6,252.0,4590,21.2,30.4
2006,Europe,Gasoline,Rear-wheel drive,5,2590,7,271.0,4860,17.5,25.8
1983,Asia,Gasoline,All-wheel drive,3,1930,6,233.0,3980,16.5,27.6
1979,Asia,Diesel,Rear-wheel drive,4,2180,6,239.0,4500,20.1,33.0
1989,Asia,Diesel,Front-wheel drive,2,1940,5,207.0,3860,17.3,35.3
2012,USA,Diesel,All-wheel drive,4,2080,6,270.0,4180,19.4,30.4
2005,USA,Gasoline,Front-wheel drive,5,2070,6,240.0,4060,20.6,28.1
2021,Asia,Gasoline,All-wheel drive,3,2440,6,258.0,4520,18.6,29.6
2020,USA,Diesel,Front-wheel drive,3,2560,6,296.0,4300,17.1,34.4
2006,USA,Diesel,Front-wheel drive,5,2080,6,277.0,4060,19.7,32.2
